Apple awards $10 million to nasal swab maker COPAN Diagnostics to help boost factory output,2020-05-07 11:37:13+00:00,1.0,Apple,awards,$  million
"Amazon launches first fitness band in bid to take on Apple, Fitbit",2020-08-27 13:25:07+00:00,0.92,Amazon,launches,first fitness band
Apple supplier Foxconn posts better-than expected Q2 profit,2020-08-12 06:11:54+00:00,0.96,Apple supplier Foxconn,posts,betterthan expected Q profit
Hong Kong's Apple Daily vows to fight on after owner arrested,2020-08-11 01:12:11+00:00,0.95,Hong Kong's Apple Daily,vows,to fight on after owner arrested
"Apple, Google to create contact tracing technology to fight coronavirus spread",2020-04-10 17:26:53+00:00,0.93,Apple Google,to create,contact tracing technology
"Apple works with White House to release 'COVID-19' app, website",2020-03-27 16:08:27+00:00,0.96,Apple,works,with White House
Oprah Winfrey takes on racism in new TV discussion series for Apple TV+,2020-07-27 18:37:07+00:00,0.93,Oprah Winfrey,takes,in new TV discussion series for Apple TV
Oprah Winfrey to host new TV discussion series for Apple TV+,2020-07-27 18:30:32+00:00,0.94,Oprah Winfrey,to host,new TV discussion series for Apple TV
Virginia touts nation's first contact tracing app with Apple-Google tech,2020-08-05 19:28:45+00:00,0.96,Virginia,touts,nation's first contact tracing app with AppleGoogle tech
"Tile says Apple's behavior is anticompetitive and has 'gotten worse, not better'",2020-04-01 23:23:44+00:00,0.95,Tile,says,Apple has ' gotten worse  not better '
"Goldman predicts 36% drop in iPhone shipment, says time to sell Apple shares",2020-04-17 11:47:08+00:00,1.0,Goldman,predicts,drop
"Apple's Taiwan suppliers, Samsung apply for India's smartphone scheme",2020-08-01 08:52:43+00:00,0.93,Samsung,apply,for India's smartphone scheme
Apple reopens all its branded stores in China,2020-03-12 23:39:20+00:00,0.88,Apple,reopens,all its branded stores in China
Apple doubles China donations for COVID-19 recovery efforts,2020-04-01 04:53:37+00:00,0.93,Apple,doubles,China donations
Airbnb hires former Apple designer Jony Ive's firm for multi-year partnership,2020-10-22 01:49:35+00:00,0.92,Airbnb,hires,former Apple designer Jony Ive's firm for multiyear partnership
Coronavirus detected at Apple's European HQ in Ireland,2020-03-10 12:31:26+00:00,0.93,Coronavirus,detected,at Apple's European HQ in Ireland
EU's Breton urges Apple to work with bloc amid French spat on virus app,2020-04-22 20:20:17+00:00,0.96,EU's Breton,urges,Apple
LinkedIn sued over allegation it secretly reads Apple users' clipboard content,2020-07-11 01:07:19+00:00,0.85,LinkedIn,sued,over allegation
"Qualcomm forecasts strong first quarter as Apple, others ramp up 5G phones",2020-11-04 21:05:12+00:00,0.89,others,ramp up,G phones
"Huawei, Apple gain bigger share of shrinking China smartphone market",2020-07-31 01:21:41+00:00,0.93,Apple,gain,bigger share of shrinking China smartphone market
"Gold rallies on U.S.-China row, Apple news slams stocks",2020-07-22 23:48:41+00:00,0.94,Apple news,slams,stocks
"US STOCKS-Microsoft, Apple lift Wall St as investors await stimulus",2020-08-03 17:40:23+00:00,0.89,investors,await,stimulus
"Self-driving startup Aeva hires Waymo, Apple veteran to oversee supply chain",2021-03-02 12:07:55+00:00,0.97,Selfdriving startup Aeva,hires,Waymo
U.S. trade regulators approve tariff exemption for Apple Watches,2020-03-23 17:42:11+00:00,0.94,U.S. trade regulators,approve,tariff exemption for Apple Watches
"RPT-Apple's factories are running, but suppliers wary about iPhone demand",2020-03-29 23:00:16+00:00,0.95,RPT  Apple 's factories,are,suppliers wary about iPhone demand
Apple scraps curbs on online buyers of iPhones amid virus outbreak,2020-03-23 07:43:01+00:00,0.94,Apple,scraps,curbs on online buyers of iPhones
MEDIA-Apple plans to return more staff to offices in break from rivals - Bloomberg News,2020-05-12 22:25:52+00:00,0.94,MEDIAApple,plans,to return more staff to offices in break from rivals
"Apple's factories are running, but suppliers wary about iPhone demand",2020-03-27 22:51:21+00:00,0.94,Apple 's factories,are,suppliers wary about iPhone demand
Three top Apple suppliers to commit $900 million to India smartphone incentive plan - sources,2020-09-28 11:55:05+00:00,1.0,Three top Apple suppliers,to commit,$  million
"BRIEF-Okura Holdings To Temporarily Close Big Apple. Akihabara, Group's Only Pachinko Hall Located In Tokyo",2020-04-13 12:53:38+00:00,0.95,Group's Only Pachinko Hall,Located,In Tokyo
"Japan Display to sell screen plant to Sharp for $390 million, repay debt to Apple",2020-08-27 23:38:33+00:00,0.94,Japan Display,to sell,screen plant
"India plans launch of own app store as alternative to Google, Apple - ET Now",2020-10-01 08:40:37+00:00,0.96,India plans,launch,of own app store as alternative to Google Apple  ET Now
"Exclusive: India import hurdles hit Apple iPhone, Xiaomi devices from China, say sources",2020-11-25 10:26:07+00:00,0.96,India import hurdles,hit,Apple iPhone
"Japan Display to sell screen plant to Sharp for $390 mln, repay debt to Apple",2020-08-27 23:30:36+00:00,0.94,Japan Display,to sell,screen plant
"Amazon, Apple stay away from new French initiative to set principles for Big Tech",2020-11-30 12:22:08+00:00,0.92,Apple,stay,away from new French initiative
"Apple supplier LG Display posts larger loss, but says the worst is over",2020-07-23 06:59:14+00:00,0.93,Apple supplier LG Display posts larger loss,says,the worst is over
US STOCKS-Nasdaq supported by Apple as weak economic data weighs on Wall Street,2020-12-22 17:37:21+00:00,0.93,weak economic data,weighs,on Wall Street
US STOCKS-Nasdaq supported by Apple; Dow and S&P fall on weak economic data,2020-12-22 15:57:18+00:00,0.88,US STOCKS  Nasdaq,supported,by Apple
Could your Fitbit or Apple Watch detect early COVID-19 symptoms?,2020-07-23 16:09:09+00:00,1.0,your Fitbit or Apple Watch,Could detect,symptoms
Apple has a $399 iPhone SE for the budget-conscious as coronavirus stalls economy,2020-04-15 15:05:15+00:00,0.95,Apple,has,a $ iPhone SE
"Fed adds Apple, Walt Disney and other bonds to credit portfolio",2020-07-10 15:44:59+00:00,0.9,Fed,adds,Walt Disney
Apple supplier Luxshare unnerves Foxconn as U.S.-China feud speeds supply chain shift,2020-10-26 03:20:06+00:00,0.93,Apple supplier Luxshare,unnerves,Foxconn as U.S
"U.S. senator says Apple, Google must convince public that contact tracing will not violate privacy",2020-04-15 19:24:05+00:00,0.88,contact tracing,will not violate,privacy
Caltech sues Microsoft over Wi-Fi patents from $1 billion Apple case,2021-03-22 18:53:50+00:00,0.93,Caltech,sues,Microsoft
Apple limits online iPhone purchases to two per person amid coronavirus,2020-03-20 04:00:19+00:00,0.93,Apple,limits,online
"U.S. senator says Apple, Google need to show contact tracing will not violate privacy",2020-04-15 19:27:19+00:00,0.95,U.S. senator,says,Apple Google need to show contact tracing will not violate privacy
"Fed adds Apple, Anheuser-Busch, Expedia to its bond holdings",2020-07-10 15:48:28+00:00,0.84,Fed,adds,Apple AnheuserBusch Expedia
Sensor startup led by ex-Apple engineers raises $200 million more ahead of public debut,2021-01-04 20:10:04+00:00,1.0,Sensor startup led by exApple engineers,raises,$  million more
"Ireland cannot tap Apple tax fund for coronavirus fight, PM says",2020-03-23 12:20:24+00:00,0.92,Ireland,can not tap,Apple tax fund for coronavirus fight
"Apple, J&J to study if Apple Watch can help reduce stroke risk",2020-02-25 13:43:52+00:00,0.94,Apple J&J,to study,if Apple Watch can help reduce stroke risk
"US STOCKS-Wall St supported by Apple, stimulus bets as Fed takes center stage",2020-12-15 17:32:51+00:00,0.86,Fed,takes,center stage
"Nuvia, founded by ex-Apple execs, raises $240 mln for data center chips",2020-09-24 13:32:11+00:00,0.91,Nuvia,raises,$ mln for data center chips
Apple-supplier Foxconn flags strong start to year as lockdowns spur electronics demand,2021-03-04 10:01:22+00:00,0.92,lockdowns,spur,electronics demand
"EU lawmakers want Amazon, Apple, Facebook, Google CEOs at Feb. 1 hearing",2021-01-22 16:47:52+00:00,0.97,EU lawmakers,want,Amazon Apple Facebook Google CEOs at Feb
"US STOCKS-Wall Street gains on Apple, stimulus hopes as Fed takes center stage",2020-12-15 15:22:42+00:00,0.89,US STOCKSWall Street,gains,on Apple
"Apple, Google team up to sue patent office over 'invalid' policy change",2020-08-31 23:13:00+00:00,0.91,Google team,to sue,patent office
"IN BRIEF: East Texas judge postpones VirnetX v. Apple retrial, citing coronavirus outbreak",2020-08-11 00:33:14+00:00,0.92,East Texas judge,citing,coronavirus outbreak
Apple brings back 'scissor' keyboards in latest MacBook Air,2020-03-18 14:28:33+00:00,0.94,Apple,brings,back
Apple asks Silicon Valley employees to work from home as virus spreads,2020-03-06 19:37:01+00:00,0.97,Apple,asks,Silicon Valley employees
French watchdog set to fine Apple over anti-competitive behaviour - sources,2020-03-12 17:43:52+00:00,0.94,French watchdog,set,to fine Apple
Apple to close retail stores outside Greater China until March 27,2020-03-14 07:20:37+00:00,0.93,Apple,to close,retail stores
REFILE-Apple closes U.S. retail stores until further notice,2020-03-17 15:56:01+00:00,0.9,REFILEApple,closes,U.S. retail stores
MEDIA-Parler blocked on Apple's app store after Capitol riot review - Bloomberg News,2021-03-10 21:07:45+00:00,0.9,MEDIAParler,blocked,on Apple's app store
"'Apple Daily must fight on,' HK tabloid front page reads after owner arrest",2020-08-11 01:07:01+00:00,0.96,Apple Daily,must fight,on' HK tabloid front page reads after owner arrest
"US STOCKS SNAPSHOT-S&P 500, Dow slip on J&J vaccine worries; Apple, Amazon prop up Nasdaq",2020-10-13 13:39:57+00:00,0.97,US STOCKS SNAPSHOTS&P  Dow slip on J&J vaccine worries,Apple Amazon,prop up
IN BRIEF: Fed Circuit revives anti-piracy patent asserted against Apple,2020-03-13 23:37:12+00:00,0.96,Fed Circuit,revives,antipiracy patent asserted against Apple
"Apple, some U.S. retailers close stores to contain virus",2020-03-14 07:40:45+00:00,0.91,some U.S. retailers,close stores to contain,virus
Apple loses bid to nix Caltech patent underlying $1.1 billion verdict,2020-03-05 21:02:46+00:00,0.93,Caltech patent,underlying,$. billion verdict
"Apple, J&J to study if Apple Watch app leads to lower stroke risk",2020-02-25 13:54:11+00:00,0.96,Apple J&J,to study,if Apple Watch app leads to lower stroke risk
"US STOCKS-Slump in Tesla, Apple hits Wall St as tech rout deepens",2020-09-08 14:06:37+00:00,0.95,Apple,hits,Wall St
"Coronavirus case at Apple's Irish HQ, Trinity College goes online",2020-03-10 12:44:40+00:00,0.95,Coronavirus case at Apple's Irish HQ,goes,online
US STOCKS-S&P 500 flat as Apple overshadows positive trade deal cues,2020-08-25 15:26:38+00:00,0.92,Apple,overshadows,positive trade deal cues
Apple faces shareholder vote over Chinese app removal policies,2020-02-26 12:00:24+00:00,0.92,Apple,faces,shareholder vote over Chinese app removal policies
Breakingviews - Apple jars investors into coronavirus realities,2020-02-18 03:44:18+00:00,0.95,Breakingviews  Apple,jars,investors
"Apple sells fewer than 500,000 smartphones in China in Feb amid coronavirus",2020-03-09 10:25:40+00:00,0.95,Apple,sells,fewer than  smartphones in China
Broadcom to supply wireless components to Apple,2020-01-23 21:42:52+00:00,0.93,Broadcom,to supply,wireless components
Apple stock rebounds almost 7% to head for strongest day since 2018,2020-03-02 18:24:22+00:00,1.0,Apple stock,rebounds,almost
Apple supplier Japan Display finalises deal to raise $200 million from 'customer',2020-03-31 09:46:43+00:00,0.92,Apple supplier Japan Display,finalises deal to raise,$ million
"US STOCKS-S&P 500, Nasdaq rise as Apple nears $2 trillion in market cap",2020-08-13 15:41:10+00:00,0.92,Apple,nears,$ trillion in market cap
"CORRECTED-UPDATE 2-Apple, J&J to study if Apple Watch app leads to lower stroke risk",2020-02-25 15:08:57+00:00,0.96,CORRECTEDUPDATE Apple J&J,to study,if Apple Watch app leads to lower stroke risk
Apple says reopening all its branded stores in China,2020-03-12 23:40:23+00:00,0.91,Apple,says,reopening all its branded stores in China
Apple to reopen a store in Shanghai on February 15,2020-02-14 19:06:03+00:00,0.93,Apple,to reopen,a store in Shanghai
Apple expects to start reopening some stores in first half of April: Bloomberg News,2020-03-24 19:57:38+00:00,0.95,Apple,expects,to start reopening some stores in first half of April Bloomberg News
"Apple sells fewer than 500,000 smartphones in China in February amid coronavirus",2020-03-09 10:30:46+00:00,0.95,Apple,sells,fewer than  smartphones in China
Apple to delay reopening of retail stores in China,2020-02-07 22:00:58+00:00,0.92,Apple,to delay reopening,of retail stores
"Factbox: Apple, Google, Amazon take aim at Trump visa ban",2020-06-23 12:21:16+00:00,0.93,Amazon,take,aim
"GLOBAL MARKETS-Gold rallies on U.S.-China row, Apple news slams stocks",2020-07-23 19:18:52+00:00,0.94,Apple news,slams,stocks
"Apple closely watching coronavirus outbreak in South Korea, Italy - Cook",2020-02-28 18:55:05+00:00,0.93,Apple,closely watching,coronavirus outbreak in South Korea Italy  Cook
Apple launches Apple Music in China,2015-09-30 03:17:01+00:00,0.93,Apple,launches,Apple Music
"CORRECTED-US STOCKS-Microsoft, Apple lift Wall St as investors await stimulus",2020-08-03 15:55:15+00:00,0.89,investors,await,stimulus
"Apple, Netflix pull out of South by Southwest festival amid coronavirus outbreak",2020-03-05 02:56:19+00:00,0.95,Netflix,pull,out of South
U.S. Supreme Court rejects Apple appeal in patent fight with VirnetX,2020-02-24 14:48:58+00:00,0.94,U.S. Supreme Court,rejects,Apple appeal
Apple pulls out of South by Southwest festival amid coronavirus outbreak,2020-03-05 02:50:07+00:00,0.95,Apple,pulls,out of South
Apple investor vote sounds 'warning' over China app takedowns,2020-02-26 12:09:16+00:00,0.93,Apple investor vote,sounds,warning' over China app takedowns
Apple redesigns mapping app for U.S. users,2020-01-30 20:05:41+00:00,0.93,Apple,redesigns,mapping app for U.S. users
Broadcom's revenue forecast disappoints on possible Apple iPhone delay,2020-06-04 20:35:36+00:00,0.95,Broadcom's revenue forecast,disappoints,on possible Apple iPhone delay
BRIEF-Apple Says It Will Reopen Its Store In Shanghai On Saturday,2020-02-14 18:43:22+00:00,0.86,BRIEFApple,Says,It Will Reopen Its Store In Shanghai On Saturday
BRIEF-Apple Says Worldwide Developers Conference 2020 Kicks Off In June With An All-New Online Format,2020-03-13 16:06:06+00:00,0.9,BRIEFApple,Says,Worldwide Developers Conference  Kicks Off In June
Apple hires Warner Music veteran for business development at streaming unit,2020-02-11 17:47:41+00:00,0.93,Apple,hires,Warner Music veteran for business development at streaming unit
Apple and M. Night Shyamalan urge judge to dismiss 'Servant' copyright case,2020-02-19 13:17:28+00:00,0.93,M. Night Shyamalan,urge,judge
What secrets? Apple embroiled in row over book by German former executive,2020-02-20 17:12:17+00:00,0.92,Apple,embroiled,in row
"Apple may miss mass production schedule for new, cheaper iPhone: Nikkei",2020-02-18 18:18:58+00:00,0.93,Apple,may miss,mass production schedule for new cheaper iPhone
MEDIA-Microsoft hires ex-Apple exec Caballero in charge of wireless for hardware - Bloomberg News,2020-04-07 00:53:56+00:00,0.9,MEDIAMicrosoft,hires,exApple exec Caballero
"Apple may miss mass production schedule for new, cheaper iPhone -Nikkei",2020-02-18 18:11:07+00:00,0.96,Apple,may miss,mass production schedule for new cheaper iPhone Nikkei
BRIEF-Apple To Reopen Its Store In Shanghai On Saturday - CNBC,2020-02-14 18:13:20+00:00,0.82,BRIEFApple,To Reopen,Its Store In Shanghai On Saturday  CNBC
"MEDIA-Apple supplier Flex targets production of 30,000 ventilators a month - Bloomberg News",2020-04-04 01:01:54+00:00,0.9,MEDIAApple supplier Flex,targets,production of  ventilators a month
Apple hires Warner Music veteran to oversee music initiatives,2020-02-11 17:42:43+00:00,0.91,Apple,hires,Warner Music veteran
"Coronavirus threatens Apple supply chain, sales; shares drop",2020-02-18 13:58:40+00:00,0.96,Coronavirus,threatens,Apple supply chain sales
"EU's Vestager says court rulings on Apple taxes, EU data transfer tool are a 'loss'",2020-07-16 09:30:23+00:00,0.96,court rulings on Apple taxes EU data transfer tool,are,a 'loss'
U.S. appeals court denies Apple bid for rehearing in VirnetX patent case,2020-02-10 18:20:53+00:00,0.94,U.S. appeals court,denies,Apple bid for rehearing in VirnetX patent case
"Apple closes all retail stores, except Greater China, until further notice",2020-03-17 15:55:55+00:00,0.92,Apple,closes,all retail stores
Apple warns sales to fall short of target due to coronavirus impact,2020-02-17 21:20:09+00:00,0.95,Apple,warns,sales to fall short of target due to coronavirus impact
France accuses Apple of refusing help with 'StopCovid' app,2020-05-05 06:55:33+00:00,0.93,Apple,of refusing,help with 'StopCovid' app
"Samsung Electronics flags second-quarter profit jump on solid chip demand, one-off gains from Apple",2020-07-06 23:49:40+00:00,0.97,Samsung Electronics,flags,secondquarter profit jump on solid chip demand oneoff gains from Apple
"Apple-Google contact tracing tech launches, with 23 countries seeking access",2020-05-20 17:02:35+00:00,0.9,countries,seeking,access
Apple to reopen some stores in Beijing on February 14: website,2020-02-13 13:19:15+00:00,0.93,Apple,to reopen,some stores
Apple to reopen some stores in Beijing on Feb. 14 -website,2020-02-13 13:15:20+00:00,0.93,Apple,to reopen,some stores
REFILE-Apple supplier Japan Display posts first quarterly profit in more than 3 years,2020-06-30 06:28:42+00:00,0.93,REFILEApple supplier Japan Display,posts,first quarterly profit
"Apple supplier Foxconn, others hit as India holds up imports from China: sources",2020-07-02 08:40:11+00:00,0.93,India,holds up,imports from China
Apple says will not meet revenue guidance for March quarter due to coronavirus outbreak,2020-02-17 21:17:59+00:00,0.95,Apple,says,will not meet revenue guidance for March quarter due to coronavirus outbreak
Apple hit with patent lawsuit over Apple Watch,2015-06-08 21:54:06+00:00,0.95,Apple,hit,with patent lawsuit over Apple Watch
Apple supplier Japan Display posts first quarterly profit in over three years,2020-06-30 07:19:34+00:00,0.95,Apple supplier Japan Display,posts,first quarterly profit
Apple set to introduce Apple Pay in Britain: Telegraph,2015-06-06 23:31:19+00:00,0.94,Apple,set,to introduce Apple Pay in Britain
"Apple, other U.S. goods from China held up at Indian ports: sources",2020-06-24 13:50:30+00:00,0.95,Apple other U.S. goods from China,held up,at Indian ports
Apple set to introduce Apple Pay in Britain -Telegraph,2015-06-06 23:26:20+00:00,0.96,Apple,set,to introduce Apple Pay in Britain Telegraph
Apple to pay up to $500 million to settle U.S. lawsuit over slow iPhones,2020-03-02 15:59:11+00:00,1.0,Apple,to pay,$  million
"Apple reopening 25 more U.S. stores, will soon top 100 worldwide",2020-05-17 23:56:59+00:00,0.93,Apple,reopening,more U.S. stores
Apple finds defects with Apple watch - WSJ,2015-04-29 20:46:01+00:00,0.95,Apple,finds,defects with Apple watch  WSJ
Exclusive: iPhone app makers questioned in U.S. antitrust probe of Apple - sources,2020-02-04 17:04:24+00:00,0.94,Exclusive iPhone app makers,questioned,in U.S. antitrust probe of Apple  sources
"Apple to open first retail store in India next year, Tim Cook says",2020-02-26 18:40:50+00:00,0.98,Apple to open first retail store in India next year,says,Tim Cook
US STOCKS SNAPSHOT-Wall St falls sharply after report Apple to shut some stores again,2020-06-19 16:37:21+00:00,0.93,report Apple,to shut,some stores
"Apple closely watching coronavirus outbreak in South Korea, Italy: CEO",2020-02-28 19:03:24+00:00,0.93,Apple,closely watching,coronavirus outbreak in South Korea Italy
Apple to close all China mainland stores due to virus outbreak,2020-02-01 07:29:19+00:00,0.93,Apple,to close,all China mainland stores due to
Apple's iPhone back to growth as company braces for coronavirus impact,2020-01-28 21:35:59+00:00,0.89,company,braces,for coronavirus impact
Services in spotlight after Apple stock market value hits $1.4 trillion,2020-01-28 12:04:12+00:00,1.0,Services in spotlight after Apple stock market value,hits,$ . trillion
"Elderly home turns to wearables for contact tracing, sidestepping Apple-Google limits",2020-05-19 18:48:28+00:00,0.94,Elderly home,turns,to wearables for contact tracing
"US STOCKS-S&P 500, Dow slip as Apple store closures spark economy revival worries",2020-06-19 17:47:25+00:00,0.95,Apple store closures,spark,economy revival worries
BRIEF-Apple Is Closing All 17 Retail Stores In Italy Until Further Notice Amid The Coronavirus Outbreak -Bloomberg News Reporter Tweet,2020-03-11 18:24:33+00:00,0.9,BRIEFApple,Is,Closing
Apple's iPhone strength is back and analysts say it is here to stay,2020-01-29 14:44:57+00:00,0.88,Apple 's iPhone strength,is,back
Google finds security flaws in Apple's web browser - FT,2020-01-22 18:05:49+00:00,0.95,Google,finds,security flaws
Google finds security flaws in Apple's web browser: FT,2020-01-22 18:07:41+00:00,0.95,Google,finds,security flaws in Apple's web browser
Apple unveils 4G iPad,2012-03-08 00:25:56+00:00,0.93,Apple,unveils,G iPad
BRIEF-Apple Says Does Not Expect To Meet Revenue Guidance Provided For March Quarter,2020-02-17 21:24:46+00:00,0.87,BRIEFApple,Says,Does Not Expect To Meet Revenue Guidance
IN BRIEF: Jury tells Apple to pay $85 million in WiLAN patent retrial,2020-01-27 13:42:25+00:00,0.97,Jury,tells,Apple
Apple to expand operations in India - IT minister,2019-11-25 09:52:14+00:00,0.93,Apple,to expand,operations in India  IT minister
Apple lawsuit tests if an employee can plan rival startup while on payroll,2020-01-21 11:12:51+00:00,0.9,an employee,can plan,rival startup while on payroll
Apple launches AirPods Pro at $249,2019-10-28 17:22:13+00:00,0.93,Apple,launches,AirPods Pro
Apple rejects claims it did not provide assistance in Pensacola shooting probe,2020-01-14 02:36:30+00:00,0.9,Apple,rejects,claims
Exclusive: Apple dropped plan for encrypting backups after FBI complained - sources,2020-01-21 12:07:01+00:00,0.9,Apple,dropped,plan for encrypting backups
"Apple pushes back against EU common charger, warns of innovation risks",2020-01-23 16:05:59+00:00,0.93,Apple,warns,of innovation risks
BRIEF-Berkshire Hathaway Says Investment In Apple Totaled $73.7 Bln As Of Dec 31,2020-02-22 13:24:11+00:00,0.92,BRIEFBerkshire Hathaway,Says,Investment In Apple Totaled $. Bln As Of Dec
HBO Max streaming service will be available on Apple devices at May 27 launch,2020-04-27 17:14:06+00:00,0.95,HBO Max streaming service,will be,available on Apple devices
"BRIEF-Apple iPhone X ""Customer demand is off the charts"" - Apple spokesperson",2017-10-27 15:15:45+00:00,0.93,Customer demand,is,off the charts
Apple's Cook says global corporate tax system must be overhauled,2020-01-20 11:49:55+00:00,0.95,Apple's Cook,says,global corporate tax system must be overhauled
Apple to launch Apple TV with gaming focus - NY Times,2015-09-07 03:51:39+00:00,0.93,Apple,to launch,Apple TV
"Director says in lawsuit Apple, Shyamalan stole her movie",2020-01-15 22:36:00+00:00,0.92,Director,says,in lawsuit Apple
Apple to unveil next Apple TV version in September - BuzzFeed,2015-07-30 22:16:02+00:00,0.93,Apple,to unveil,next Apple TV version
DAVOS-Trump attending dinner with Apple's cook and other CEOs - source,2020-01-21 16:53:12+00:00,0.88,DAVOS  Trump,attending,dinner
"Samsung poised to benefit from China virus woes afflicting Apple, other rivals",2020-02-18 05:45:58+00:00,0.94,China virus woes,afflicting,Apple
"Apple, Goldman Sachs start issuing Apple Cards to consumers",2019-08-06 10:13:15+00:00,0.94,Goldman Sachs,start,issuing Apple Cards to consumers
Apple to host call on cash balances,2012-03-18 22:40:23+00:00,0.92,Apple,to host,call on cash balances
BRIEF-Apple Inc Says Apple Watch Is Unaffected By Both Meltdown And Spectre,2018-01-05 19:34:22+00:00,0.94,Apple Watch,Is,Unaffected By Spectre
Apple working on cheaper iPhone -report,2013-01-08 22:50:35+00:00,0.93,Apple,working,on cheaper iPhone report
"BRIEF-Apple Says Rolling Out A New Initiative Called ""Apple At Work""",2018-02-01 23:27:25+00:00,0.93,A New Initiative,Called,Apple At Work
"Apple to show off new iPhones, Apple TV on Wednesday",2015-09-09 11:01:01+00:00,0.92,Apple,to show off,new iPhones
Strong Apple contingent expected at CES,2012-01-11 05:55:27+00:00,0.94,Strong Apple contingent,expected,at CES
Apple aims to conquer living room with new Apple TV,2015-09-10 03:12:32+00:00,0.95,Apple,aims,to conquer living room with new Apple TV
Ex-Apple engineers aim to help U.S. hardware makers troubleshoot from home,2020-06-04 13:08:02+00:00,0.94,ExApple engineers,aim,to help U.S. hardware makers troubleshoot from home
UPDATE 1-Apple to unveil next Apple TV version in September - BuzzFeed,2015-07-30 22:55:40+00:00,0.94,Apple,to unveil,next Apple TV version
Apple defeats Motorola in German court,2012-02-27 17:11:00+00:00,0.93,Apple,defeats,Motorola
BRIEF-Apple says new Apple Park campus to be ready for occupation in April,2017-02-22 12:56:01+00:00,0.94,new Apple Park campus,to be,ready for occupation in April
Apple starts construction of new campus in Texas,2019-11-20 12:32:09+00:00,0.95,Apple,starts,construction of new campus
Icahn says Apple still undervalued,2015-04-28 16:02:12+00:00,0.92,Icahn,says,Apple still undervalued
BRIEF-Apple shares slide premarket,2013-01-24 11:16:40+00:00,0.89,BRIEFApple shares,slide,premarket
"Apple loses China patent case, separate suit against Apple continues",2014-07-09 05:39:58+00:00,0.96,Apple loses China patent case,continues,separate suit against Apple
"Apple CEO promises new products, says Apple TV no longer a 'hobby'",2014-02-28 18:10:45+00:00,0.93,Apple CEO promises new products,says no longer,Apple TV
Motorola sues Apple for patent infringement,2012-01-25 19:50:47+00:00,0.93,Motorola,sues,Apple
"Apple and Buffett saw value, and acted",2018-05-06 12:25:19+00:00,0.94,Buffett,saw,value
Apple to start charging for iTunes Radio,2016-01-16 02:26:44+00:00,0.92,Apple,to start charging,for iTunes Radio
Apple working on cheaper iPhone: report,2013-01-08 22:55:44+00:00,0.93,Apple,working,on cheaper iPhone
BRIEF-Apple plans to launch new educational sessions in all Apple stores,2017-04-25 17:54:46+00:00,0.9,BRIEFApple,plans,to launch new educational sessions in all Apple stores
Apple launches game subscription service,2019-03-25 17:50:22+00:00,0.92,Apple,launches,game subscription service
Apple postpones reporting results by a day,2016-04-20 22:12:56+00:00,0.93,Apple postpones,reporting,results
"Apple to offer Apple Pay in UK in July, backed by banks, retailers",2015-06-08 20:31:35+00:00,0.93,Apple Pay in UK,backed,by banks
BRIEF-Apple introduces iPhone 5,2012-09-12 18:05:32+00:00,0.9,BRIEFApple,introduces,iPhone
Apple plans to launch Apple Pay in China by February - WSJ,2015-11-24 05:10:46+00:00,0.96,Apple,plans,to launch Apple Pay in China by February  WSJ
Apple is designing and testing screens -Bloomberg,2018-03-19 01:30:56+00:00,0.95,Apple,is,Bloomberg
Apple investors brace for more turbulence,2012-04-18 01:29:16+00:00,0.93,Apple investors,brace,for more turbulence
Apple launches latest iPod touch,2015-07-15 15:29:53+00:00,0.93,Apple,launches,latest iPod touch
"With China weakening, Apple turns to India",2016-01-27 02:31:16+00:00,0.95,Apple,turns,to India
EU says Apple tax ruling not political and based on Apple data,2016-09-01 10:47:20+00:00,0.94,Apple tax ruling,not based,on Apple data
Apple plans to launch Apple Pay in China by February: WSJ,2015-11-24 05:20:43+00:00,0.96,Apple,plans,to launch Apple Pay in China by February WSJ
Apple to replace AT&T in Dow industrials,2015-03-06 14:10:26+00:00,0.93,Apple,to replace,AT&T
"Apple-Google contact tracing tech draws interest in 23 countries, some hedge bets",2020-05-20 17:07:32+00:00,0.96,AppleGoogle contact tracing tech,draws,interest in  countries
Germany flips to Apple-Google approach on smartphone contact tracing,2020-04-27 17:10:28+00:00,0.95,Germany,flips,to AppleGoogle approach on smartphone contact tracing
"The desktop gets a makeover, courtesy of Apple",2013-06-10 23:52:36+00:00,0.96,The desktop,gets,a makeover courtesy of Apple
Apple lowers quarterly revenue forecast,2019-01-02 21:37:25+00:00,0.92,Apple,lowers,quarterly revenue forecast
"Apple Pay launches in Britain, with hiccups",2015-07-14 09:40:43+00:00,0.94,Apple Pay,launches,in Britain
Apple granted patent for GoPro-like cameras - Patently Apple,2015-01-13 18:10:45+00:00,0.93,Apple,granted,patent for GoProlike cameras  Patently Apple
"UPDATE 2-Apple to launch Apple Pay in China, take on Alibaba, Tencent",2015-12-18 03:52:21+00:00,0.99,apple,to launch,Apple Pay in China
Apple is working on creating a car: WSJ,2015-02-14 00:25:18+00:00,0.9,Apple,is working on creating,a car
Apple readies iPhone with bigger screen,2012-05-16 13:25:47+00:00,0.93,Apple,readies,iPhone
Apple's Mac flies in under the radar,2012-10-25 00:47:44+00:00,0.93,Apple's Mac,flies,in under the radar
Apple iPhone sales beat estimates,2017-01-31 21:32:54+00:00,0.93,Apple iPhone sales,beat,estimates
