Target and Dick's Sporting Goods will close stores on Thanksgiving Day,2020-07-27T13:37:09Z,0.95,Dick 's Sporting Goods,will close,stores
Hasbro's stock plunges as toy factory shutdowns hurt sales,2020-07-27T14:36:07Z,0.93,toy factory shutdowns,hurt,sales
"Walmart and others will still serve customers who refuse to wear masks, despite new rules",2020-07-24T13:31:03Z,0.93,Walmart,will serve,customers who refuse to wear masks
More than 600 people in 11 states get infections linked to bagged salad,2020-07-25T05:44:42Z,0.99,more than  people,get,infections linked to bagged salad
Credit card CEO warns of dark times when the $600 unemployment benefit expires,2020-07-22T10:43:45Z,0.93,Credit card CEO,warns,of dark times
Tech stocks aren't a one-way pandemic bet. Look at Snap,2020-07-22T11:59:14Z,0.9,Tech stocks,are n't,a oneway pandemic bet
Winn-Dixie reverses stance on masks after Trump tweet,2020-07-21T15:53:11Z,0.94,WinnDixie,reverses,stance
"While most retailers struggle, Aldi plans to open 70 new US stores",2020-07-21T17:27:41Z,0.93,Aldi,plans,to open  new US stores
Retailers are canceling coronavirus hazard pay. That's a mistake,2020-07-20T16:35:48Z,0.89,Retailers,are canceling,coronavirus hazard pay
Walmart begins requiring all customers to wear face masks,2020-07-20T14:55:03Z,0.9,Walmart,begins requiring,all customers
The world's biggest brands have a garbage problem. This man can help,2019-10-10T13:21:00Z,0.91,The world's biggest brands,have,a garbage problem
"Trump can ditch his advisers, but has only himself to blame",2020-07-19T11:00:49Z,0.81,Trump,has,only himself to blame
Fauci implores state and local leaders to 'be as forceful as possible' with mask orders,2020-07-17T07:42:32Z,0.95,Fauci,implores,local leaders
Home Depot and Lowe's will start requiring customers to wear masks,2020-07-17T19:49:39Z,0.91,Lowe 's,will start requiring customers to wear,masks
CVS and Target join other major retailers in requiring masks in US stores,2020-07-16T16:13:07Z,0.91,Target,join other major retailers in requiring,masks in US stores
Salesforce CEO says masks are like seatbelts: The government should step up and fine people who aren't wearing one,2020-07-16T14:40:48Z,0.94,Salesforce CEO,says,masks are like seatbelts  The government should step up
"As Trump refuses to lead, America tries to save itself",2020-07-16T04:00:51Z,0.83,America,tries to save,itself
Officials seek options for when hospitals run out of ICU beds,2020-07-15T08:36:21Z,0.91,Officials,seek,options for when hospitals run out of ICU beds
"Walmart, Kroger will start requiring customers in US stores to wear masks",2020-07-15T14:15:11Z,0.91,Kroger,will start,requiring customers in US stores
Several big US school districts are extending remote classes into the fall,2020-07-14T02:08:02Z,0.95,Several big US school districts,are extending,remote classes
"El Paso Walmart shooter has mental disabilities and was in a psychotic state after the shooting, defense counsel says",2020-07-14T06:27:50Z,0.97,El Paso was in a psychotic state after the shooting,says,defense counsel
"Governor of Florida says if Walmart can open, so can schools",2020-07-11T21:13:45Z,0.93,Governor of Florida,says,if Walmart can open so can schools
Goya was a staple in Latino households. It likely won't be anymore,2020-07-11T14:38:30Z,0.92,Goya,was,a staple in Latino households
Schools are Trump's latest Covid concern,2020-07-10T22:32:13Z,0.91,Schools,are,Trump's latest Covid concern
Florida Gov. DeSantis says schools can open if Walmart and Home Depot are open,2020-07-10T19:20:19Z,0.96,Florida Gov. DeSantis,says,schools can open if Home Depot are open
States struggle with reopening of schools,2020-07-10T15:19:56Z,0.89,States,struggle,with reopening of schools
"Ousted Manhattan federal prosecutor tells House panel that Barr's plans to replace him were 'unprecedented, unnecessary and unexplained'",2020-07-09T10:01:29Z,0.86,Ousted Manhattan federal prosecutor,tells,House panel
Walmart is about to give Amazon Prime a serious run for its money,2020-07-09T13:37:40Z,0.94,Walmart,is,about to give Amazon Prime a serious run for its money
Welcome to Walgreens. The doctor will be with you soon,2020-07-08T19:19:48Z,0.83,The doctor,will be,with you
Coronavirus pandemic: Updates from around the world,2020-07-06T15:58:31.616Z,0.91,Coronavirus pandemic,Updates,from around the world
Target pulls Washington Redskins merchandise from its online stores,2020-07-06T20:09:27Z,0.91,Target,pulls,Washington Redskins merchandise
Prosecutor fired by Barr to testify before House committee in closed-door session next week,2020-07-02T21:20:04Z,0.94,Prosecutor,fired,by Barr
Walmart is transforming 160 of its parking lots into drive-in theaters,2020-07-02T13:27:25Z,1.0,Walmart,is transforming,of its parking lots
Hundreds of brands are pulling ads from Facebook. Its largest advertisers aren't among them.,2020-07-01T17:37:09Z,0.9,Hundreds of brands,are pulling,ads
Walgreens hopes new digital tools will help reel in more loyal customers,2020-06-30T13:00:29Z,0.93,Walgreens,hopes,new digital tools will help reel in more loyal customers
Warren Buffett doesn't need the Fed's help. But he's getting it anyway,2020-06-29T18:06:10Z,0.94,Warren Buffett,does n't need,the Fed 's help
"Curbside pickup is great for everyone, but it's a headache for malls",2020-06-29T17:38:03Z,0.93,Curbside pickup,is,great for everyone
Costco stops selling half-sheet cakes,2020-06-29T13:04:56Z,0.92,Costco,stops,selling halfsheet cakes
The Fed now owns Walmart's debt. Here's why it matters,2020-06-29T12:24:38Z,0.97,The Fed,owns,Walmart's debt
Fatal shooting at Walmart distribution center in California,2020-06-28T02:32:26Z,0.93,Fatal,shooting,at Walmart distribution center in California
More than 200 people get infections linked to bagged salad sold in at least 30 states,2020-06-27T09:59:50Z,0.99,more than  people,get,infections linked to bagged salad sold in at least  states
Walmart gets backlash over T-shirts with 'All Lives Matter' and 'Irish Lives Matter' slogans,2020-06-25T19:56:24Z,0.97,Walmart,gets,backlash over T  shirts with ' All Lives Matter '
"Dollar General is cheap, popular and spreading across America. It's also a robbery magnet, police say",2020-06-26T14:55:03Z,0.92,Dollar General,is spreading,across America
"In Texas, questions grow about a lesser-known US Attorney ousted by Attorney General Barr",2020-06-26T15:40:48Z,0.96,a lesserknown US Attorney,ousted,by Attorney General Barr
Walmart stops displaying the Mississippi state flag in stores because of Confederate flag imagery,2020-06-23T23:31:24Z,0.93,Walmart,stops,displaying the Mississippi state flag in stores
Walmart stops displaying Mississippi state flag in stores,2020-06-24T14:17:30Z,0.94,Walmart,stops,displaying Mississippi state flag in stores
June 23 Black Lives Matter protests,2020-06-23T04:00:44Z,0.94,June  Black,Lives,Matter protests
JCPenney is closing another 13 stores,2020-06-23T13:32:06Z,1.0,JCPenney,is closing,stores
Closing sales start at many JCPenney stores,2020-06-17T20:05:22Z,0.94,Closing sales,start,at many JCPenney stores
Target is raising its minimum wage to $15 an hour in July,2020-06-17T14:03:17Z,0.88,Target,is raising,its minimum wage
AT&T CEO calls for racial justice in America,2020-06-16T18:25:12Z,0.91,AT&T CEO,calls,for racial justice in America
America just had its biggest monthly surge in retail sales. But that's not the full story,2020-06-16T12:37:41Z,0.87,America,had,its biggest monthly surge in retail sales
June 12 Black Lives Matter protests,2020-06-12T04:28:05Z,0.94,June  Black,Lives,Matter protests
Band-Aid will make black and brown flesh-toned bandages,2020-06-12T16:41:22Z,0.93,Band  Aid,will make,brown flesh  toned bandages
Walmart ends practice of locking up black hair care products sold at its stores,2020-06-11T21:26:23Z,0.94,Walmart,ends,practice of locking up black hair care products
Reality has caught up with stocks. But what happens next is anyone's guess,2020-06-12T12:07:00Z,0.89,Reality,has caught up,with stocks
Somebody finally told Wall Street the world is on fire,2020-06-12T00:00:57Z,0.94,Somebody,told,Wall Street
The Tamagotchi virtual pet from the 90s is back,2020-06-11T19:20:33Z,0.91,The Tamagotchi virtual pet from the s,is,back
Groceries were hard to find for millions. Now it's getting even worse,2020-06-09T19:15:54Z,0.89,Groceries,were,hard to find for millions
Why brands like Oreo are cutting back on wacky flavors right now,2020-06-08T17:43:03Z,0.94,brands like Oreo,are cutting back,on wacky flavors
"As people resume work, these seven kinds of jobs are making the biggest return",2020-06-06T22:55:38Z,0.96,these seven kinds of jobs,are making,the biggest return
Motorola's new Moto G Fast and Moto E start at $149 and look fantastic,2020-06-05T12:00:54Z,0.88,Motorola 's new Moto G Fast start,look,fantastic
"As nationwide protests continue, Walmart removes firearms and ammunition from some stores",2020-06-03T22:34:27Z,0.92,Walmart,removes,firearms
Chinese gaming company seeks nearly $3 billion in Hong Kong listing,2020-06-02T05:45:21Z,1.0,Chinese gaming company,seeks,nearly $  billion
This incredibly popular store is one of the hardest to socially distance in,2020-05-29T14:20:23Z,0.84,This incredibly popular store,is,one of the hardest
Big chains filed for bankruptcy every week in May. Here are 6 of them,2020-05-29T14:03:08Z,0.92,Big chains,filed,for bankruptcy
0.80 (An investigator; noticed; him walking just feet away,2020-05-28T16:00:59Z),0.92,An investigator,being briefed,on Peter Manfredonia's appearance
Amazon says it will keep most of the jobs it added during the coronavirus pandemic,2020-05-28T19:55:15Z,0.83,Amazon,says,it will keep most of the jobs
JCPenney reopens 150 stores,2020-05-28T19:52:40Z,0.92,JCPenney,reopens,stores
How a six-day manhunt for a UConn senior suspected in two killings ended in an arrest in the woods,2020-05-28T07:21:05Z,0.93,a UConn senior,suspected,in two killings
"Elon Musk's big day gets scuttled by clouds, and four other business stories you need to read today",2020-05-27T21:37:34Z,0.96,Elon Musk 's big day,gets,scuttled by clouds
Walmart enters the clothing resale market with ThredUP partnership,2020-05-27T04:02:37Z,0.92,Walmart,enters,the clothing resale market
Police and parents of a UConn student suspected in killings plead for the manhunt to end in his surrender,2020-05-26T08:54:10Z,0.93,a UConn student,suspected,in killings
Mukesh Ambani's JioMart expands to 200 Indian cities in challenge to Amazon and Flipkart,2020-05-25T07:47:32Z,0.94,Mukesh Ambani 's JioMart,expands,to  Indian cities
Hundreds took part in a parade celebrating the first birthday of a boy who lost both his parents in the El Paso shooting,2020-05-25T10:26:59Z,0.91,Hundreds,took,part
A hairstylist worked while symptomatic and exposed 91 people to coronavirus,2020-05-23T07:17:26Z,0.89,A hairstylist,exposed,people
Skittles ditches the rainbow to celebrate the LGBTQ+ community for Pride Month,2020-05-22T18:18:45Z,0.89,Skittles,ditches the rainbow to celebrate,the LGBTQ+ community
Macy's expects it lost around $1 billion in a matter of weeks. Department stores are in trouble,2020-05-21T13:30:33Z,0.91,Department stores,are,in trouble
"As you shop for the apocalypse, stores are paying a price",2020-05-20T18:48:22Z,0.91,stores,are paying,a price
When store workers are forced to turn sheriff,2020-05-20T16:35:47Z,0.9,store workers,are forced,to turn sheriff
How Asia's richest man is trying to build the next global tech giant,2020-05-20T04:06:26Z,0.92,Asia's richest man,is trying to build,the next global tech giant
Walmart got a huge boost from panic shopping and hoarding during the pandemic,2020-05-19T11:31:58Z,0.94,Walmart,got,a huge boost
Trade tensions are a huge risk to markets again,2020-05-19T12:29:50Z,0.92,Trade tensions,are,a huge risk to markets
JCPenney will close nearly 30% of its stores as part of its bankruptcy plan,2020-05-18T18:00:37Z,1.0,JCPenney,will close,nearly
The recovery from coronavirus could take years,2020-05-18T10:41:49Z,0.92,The recovery from coronavirus,could take,years
Countries' massive debt piles are turning into a disaster,2020-05-17T12:27:48Z,0.93,Countries' massive debt piles,are turning,into a disaster
It's not just Amazon: Why the pandemic will make Aldi and Dollar General more dominant,2020-05-15T17:03:34Z,0.9,the pandemic,will make,Dollar General more dominant
Traveling amid coronavirus is like nothing I've seen before,2020-05-15T16:42:09Z,0.93,Traveling amid coronavirus,is,like nothing
New threat to the economy: Americans are saving like it's the 1980s,2020-05-12T10:32:39Z,0.86,Americans,are saving,like it's the s
Costco's Kirkland and other store brands are having a moment,2020-05-12T19:22:17Z,0.93,Costco 's Kirkland,are having,a moment
"3 New York youths died of an inflammatory syndrome that could be connected to coronavirus, governor says",2020-05-09T09:45:50Z,0.94,New York youths,died,of an inflammatory syndrome
"Woman body-slammed by off-duty cop in Alabama Walmart grew disorderly after associate asked she wear a mask, police say",2020-05-09T09:04:44Z,0.98,Woman bodyslammed by offduty cop in Alabama Walmart grew disorderly,say,police
"Elizabeth Warren, other Massachusetts Democrats probe Walmart on store with more than 80 coronavirus cases",2020-05-08T15:14:37Z,0.94,other Massachusetts Democrats,probe,Walmart
These 6 resources are offering free help and funds for small businesses,2020-04-16T14:02:47Z,0.99,resources,are offering,funds for small businesses
Tariffs could be back in play. That's bad news for shaky markets,2020-05-04T12:07:31Z,0.89,Tariffs,could be,back in play
No one can get disinfectant wipes. One company found a clever solution to put them on shelves,2020-05-01T18:39:04Z,0.88,One company,found,a clever solution to put them on shelves
Kroger is limiting ground beef and pork purchases in some stores,2020-05-01T16:32:39Z,0.93,Kroger,is limiting,ground beef
CBP front-line officers frustrated over continued travel and lack of agency guidance,2020-04-29T23:59:38Z,0.94,CBP front  line officers,frustrated,over continued travel
Costco will start requiring customers to wear masks Monday,2020-04-29T16:21:16Z,0.91,Costco,will start requiring,customers
"Don't expect to see disinfectant wipes or sprays in stores anytime soon, experts say",2020-04-29T15:36:52Z,0.97,Don't expect to see disinfectant wipes or sprays in stores anytime soon,say,experts
"Instant Pot makes a blender, and it's on sale now at Walmart",2020-01-16T22:03:50Z,0.93,Instant Pot,makes,a blender
Navarro rejects fellow WH adviser's 'gloom and doom' outlook on economy,2020-04-27T14:06:42Z,0.96,Navarro,rejects,fellow WH adviser 's ' doom ' outlook on economy
Amazon may be the ultimate coronavirus-proof stock,2020-04-26T15:53:09Z,0.92,Amazon,may be,the ultimate coronavirusproof stock
"The best sales to shop this weekend: Sephora, Rosetta Stone, DNA kits and more",2020-04-24T18:27:25Z,0.91,The best sales,to shop,this weekend more
"Instacart hired 300,000 workers in a month. It plans to hire 250,000 more",2020-04-23T19:49:19Z,0.9,Instacart,hired,workers
Stores want shoppers to wear masks. But some customers refuse,2020-04-23T11:26:48Z,0.9,Stores,want,shoppers to wear masks
A California city filled its skate park with sand to deter skateboarders. Then the dirt bikes showed up.,2020-04-22T22:12:38Z,0.85,A California city,filled,its skate park
Biden must choose 'the woman in Michigan',2020-04-22T11:44:15Z,0.92,Biden,must choose,the woman in Michigan
Bangladeshi garment workers face ruin as global brands ditch clothing contracts amid coronavirus pandemic,2020-04-22T04:38:17Z,0.93,global brands,ditch,clothing contracts
"Stocks sink as US oil prices fall below $0 a barrel: April 20, 2020",2020-04-19T12:53:54.441Z,0.95,US oil prices,fall,below $ a barrel
Walmart employees will be required to wear face coverings from next week,2020-04-18T05:48:36Z,0.93,Walmart employees,will be required,to wear face coverings from next week
"Walmart just hired 150,000 workers. It's hiring 50,000 more as coronavirus continues",2020-04-17T18:50:53Z,1.0,Walmart,hired,workers
Which iPad is right for you? We break it down,2020-04-17T16:05:43Z,0.88,Which iPad,is,right
This small Louisiana parish has the highest death rate per capita for coronavirus in the country,2020-04-16T03:51:09Z,0.97,This small Louisiana parish,has,the highest death rate per capita for coronavirus in the country
0.93 (US coronavirus death totals; will include; probable' cases,2020-04-15T07:14:10Z; T:now),0.95,US coronavirus death totals,compiled,by CDC
Black grocery workers feel increasingly vulnerable to coronavirus,2020-04-15T10:29:06Z,0.91,Black grocery workers,feel,increasingly vulnerable to coronavirus
John Blake: Voter suppression now has a white face in Wisconsin,2020-04-13T22:24:02Z,0.97,Voter suppression,has,a white face in Wisconsin
A grocery store worker who died of coronavirus began dating her husband 22 years ago on Easter,2020-04-13T06:16:47Z,0.91,A grocery store worker,died,of coronavirus
Walmart CEO says we're in the 'hair color' phase of panic buying,2020-04-11T10:15:16Z,0.9,Walmart CEO,says,we're in the 'hair color' phase of panic buying
The farmworkers putting food on America's tables are facing their own coronavirus crisis,2020-04-11T11:59:49Z,0.91,The farmworkers putting food on America's tables,are facing,their own coronavirus crisis
"A woman was arrested after licking $1,800 worth of grocery store items, police say",2020-04-09T17:27:22Z,0.89,A woman,after licking,$ worth of grocery store items
Why stores could start taking customers' temperatures,2020-04-09T10:10:03Z,0.87,stores,could start taking,customers' temperatures
Republican Wisconsin assembly speaker wears protective gear while telling voters they are 'incredibly safe to go out',2020-04-07T23:58:23Z,0.91,Republican Wisconsin assembly speaker,wears,protective gear
Grocery stores turn to robots during the coronavirus,2020-04-07T14:47:58Z,0.94,Grocery stores,turn,to robots
"Jeff Bezos tops Forbes list of billionaires, again",2020-04-07T15:44:37Z,0.95,Jeff Bezos,tops,Forbes list of billionaires
Companies are making their own safety rules as the federal government stands aside,2020-04-05T13:42:19Z,0.82,Companies,are making,their own safety rules
Walmart limits the number of customers in stores to help fight the spread of coronavirus,2020-04-04T16:00:42Z,0.9,Walmart,limits the number of customers in stores to help,fight the spread of coronavirus
White House says anyone 'in close proximity' to Trump or Pence will get rapid virus test,2020-04-03T18:59:00Z,0.96,anyone 'in close proximity' to Trump or Pence,will get,rapid virus test
Stores are hiring like crazy. But they have part-time workers who want more hours,2020-04-03T14:02:08Z,0.93,part  time workers,want,more hours
Top doctor says White House coronavirus task force still missing 50% of testing data,2020-04-03T00:10:19Z,0.95,White House coronavirus task force,missing,of testing data
Coronavirus is dividing blue cities from their red states,2020-03-31T10:07:41Z,0.86,Coronavirus,is dividing,blue cities
April Fools' Day pranks are not funny right now. Don't do them.,2020-04-01T07:01:00Z,0.86,April Fools' Day pranks,are not,funny
"In rural America, cops are delivering groceries to vulnerable residents",2020-04-01T11:33:55Z,0.9,cops,are delivering,groceries
"Major retailers have opened only 5 drive-thru testing locations, none available to the general public",2020-04-01T00:16:48Z,1.0,Major retailers,have opened,drive  thru testing locations
"Dow closes out the worst first quarter in history: March 31, 2020",2020-03-31T10:14:55.643Z,0.86,Dow,closes out,the worst first quarter in history
Walmart will start taking employees' temperatures and let them wear masks,2020-03-31T16:02:51Z,0.9,Walmart,will start taking,employees ' temperatures
Instacart shoppers plan strike over treatment during pandemic,2020-03-28T17:10:17Z,0.93,Instacart shoppers,plan,strike over treatment
"Dow closes lower but still posts its best week since 1938: March 27, 2020",2020-03-27T10:08:55.686Z,0.87,Dow,posts,its best week
"Why Walmart is seeing increased sales for tops, but not bottoms during the coronavirus crisis",2020-03-27T10:33:44Z,0.92,Walmart,is not,bottoms during the coronavirus crisis
Americans are panic buying food for their pets,2020-03-27T15:43:20Z,0.86,Americans,are,panic buying food for their pets
Justice Department should charge intentional coronavirus spreaders as terrorists,2020-03-26T23:38:59Z,0.93,Justice Department,should charge,intentional coronavirus spreaders
"A grocery store threw out $35,000 in food that a woman intentionally coughed on, sparking coronavirus fears, police said",2020-03-26T14:32:59Z,0.93,a woman,intentionally coughed,food
Egg prices are skyrocketing because of coronavirus panic shopping,2020-03-25T15:35:14Z,0.9,Egg prices,are skyrocketing,because of coronavirus panic shopping
These retailers will get your iPads and MacBooks to you sooner than Amazon,2020-03-25T18:12:29Z,0.86,These retailers,will get,MacBooks
Which iPad is right for you? We break it down,2020-03-20T18:02:45Z,0.88,Which iPad,is,right
"Pastor again defies state order not to hold large gatherings. He says 1,000 people came to his church Sunday",2020-03-24T18:52:28Z,0.93,Pastor,defies,state order not to hold large gatherings
Flipkart shuts down and Amazon limits orders for 1.3 billion Indians under lockdown,2020-03-25T11:12:11Z,0.93,Amazon,limits,orders for . billion Indians under lockdown
There's a simple way Apple and other companies can help the economy,2020-03-24T16:24:32Z,0.92,Apple,can help,the economy
The crisis is creating heroes,2020-03-24T14:46:12Z,0.9,The crisis,is creating,heroes
These companies are hiring thousands of new employees during the coronavirus pandemic,2020-03-23T21:22:23Z,0.92,These companies,are hiring,thousands of new employees
Bonuses and pay hikes: How grocery stores keep workers on the front lines,2020-03-23T19:16:40Z,0.9,grocery stores,keep,workers
"Instacart plans to hire 300,000 more workers as demand surges for grocery deliveries",2020-03-23T19:00:52Z,0.96,Instacart,plans,to hire  more workers as demand surges for grocery deliveries
Cops in the toilet paper aisle: Grocery stores add extra security,2020-03-23T15:26:06Z,0.94,Grocery stores,add,extra security
GameStop closes all stores,2020-03-20T20:12:41Z,0.92,GameStop,closes,all stores
How grocery stores restock shelves in the age of coronavirus,2020-03-20T10:32:43Z,0.92,grocery stores,restock,shelves
"Walmart, Dollar Tree and 7-Eleven want to hire nearly 200,000 workers as the coronavirus pandemic continues",2020-03-20T05:29:01Z,0.96,Dollar Tree,want,to hire nearly  workers as the coronavirus pandemic continues
These grocery store chains have special hours for older Americans,2020-03-19T20:49:12Z,0.93,These grocery store chains,have,special hours for older Americans
Coronavirus will change the grocery industry forever,2020-03-19T14:02:51Z,0.92,Coronavirus,will change,the grocery industry
Walmart shortens its hours even further and takes new measures to fight coronavirus,2020-03-19T11:27:03Z,0.9,Walmart,takes new measures to fight,coronavirus
"Coronavirus fears continue to grip stocks: March 18, 2020",2020-03-18T10:18:10.518Z,0.91,Coronavirus fears,to grip,stocks
Panic buying is forcing supermarkets to ration food and other supplies,2020-03-18T17:45:17Z,0.9,Panic buying,is forcing,supermarkets
Health officials warn US government does not have enough stockpiled medical equipment to deal with coronavirus,2020-03-17T03:37:17Z,0.94,US government,does not have,enough stockpiled medical equipment to deal with coronavirus
Trump administration weighing more steps to encourage social distancing for Americans,2020-03-15T21:34:44Z,0.94,Trump administration,weighing,more steps to encourage social distancing for Americans
"Kroger, Publix and other grocery stores are changing hours to clean and cope with shopping frenzies",2020-03-14T15:31:43Z,0.91,Publix,are changing,hours
"Nike, Urban Outfitters and other retailers shuttering stores temporarily because of coronavirus",2020-03-15T17:21:42Z,0.9,other retailers,shuttering,stores
Coronavirus pandemic spreads around the globe,2020-03-15T01:36:01Z,0.93,Coronavirus pandemic,spreads,around the globe
Walmart shortens its hours and stores across America close their doors,2020-03-15T00:58:11Z,0.86,stores across America,close,their doors
"New Jersey town urges people to self-quarantine as US coronavirus cases top 2,800",2020-03-14T10:22:24Z,0.96,New Jersey town,urges,people
America has learned a lot about Trump during coronavirus crisis,2020-03-14T18:59:44Z,0.93,America,has learned,a lot about Trump
Take this seriously. Coronavirus is about to change your life for a while,2020-03-11T04:29:27Z,0.89,Coronavirus,is,about to change your life for a while
Walmart confirms coronavirus case in one of its stores,2020-03-10T20:47:03Z,0.93,Walmart,confirms,coronavirus case
"US stocks plummet on Coronavirus fears: March 9, 2020",2020-03-09T10:34:11.064Z,0.94,US stocks,plummet,on Coronavirus fears
Man gets jail time for ice cream-licking stunt at Walmart,2020-03-06T18:48:38Z,0.89,Man,gets,jail time for ice creamlicking stunt
Costco says it's getting a lift from coronavirus panic shopping,2020-03-05T22:50:26Z,0.83,Costco,says,it's getting a lift from coronavirus panic shopping
Americans are panic shopping for hand sanitizer and face masks,2020-03-03T15:23:17Z,0.92,Americans,are,panic shopping for face masks
"Masks can't stop the coronavirus in the US, but hysteria has led to bulk-buying, price-gouging and serious fear for the future",2020-02-29T10:14:34Z,0.93,hysteria,has led,to bulkbuying pricegouging and serious fear for the future
"Bernie Sanders raised massive $46.5 million in February, campaign announces",2020-03-01T13:58:14Z,0.97,Bernie Sanders raised massive $. million in February,announces,campaign
'We're winning right now': South Carolina's strong economy masks pain from Trump's trade wars,2020-02-29T15:39:46Z,0.96,South Carolina's strong economy masks,pain,from Trump's trade wars
A man was arrested after allegedly using counterfeit money to buy Girl Scout cookies,2020-02-28T01:50:49Z,0.9,A man,using,counterfeit money
JCPenney is closing six more stores,2020-02-27T13:42:01Z,0.92,JCPenney,is closing,six more stores
"Billionaires like Bloomberg make our country better, not worse",2020-02-21T17:29:03Z,0.88,Billionaires like Bloomberg,make,our country better
"New Jersey just raised its threat level for white supremacists to 'high,' well above ISIS and al Qaeda",2020-02-22T00:27:41Z,0.85,New Jersey,raised,its threat level
Contigo recalls nearly 6 million of its kids water bottles due to a choking hazard. Again.,2020-02-20T13:17:38Z,1.0,Contigo,recalls,nearly  million
Deer Pong brings family fun for under 20 bucks,2020-02-19T14:00:33Z,0.94,Deer Pong,brings,family fun
Blue Apron may be up for sale as losses mount,2020-02-18T15:53:44Z,0.92,Blue Apron,may be,up for sale
Apple's coronavirus warning was a foreshock for earnings. But investors shouldn't freak out just yet,2020-02-18T20:46:39Z,0.95,Apple 's coronavirus warning,was,a foreshock for earnings
Jeff Bezos commits $10 billion to fight climate change,2020-02-17T21:00:14Z,1.0,Jeff Bezos,commits,$  billion
Apple's coronavirus warning just shaved $34 billion off its stock market value,2020-02-18T12:06:54Z,1.0,Apple 's coronavirus warning,shaved,$  billion
Walmart's holiday season 'wasn't as good as expected',2020-02-18T11:50:23Z,0.82,Walmart's holiday season,was n't,as good as expected
A police officer working security at Walmart tried to stop a shoplifter. He was shot multiple times,2020-02-17T06:59:54Z,0.94,A police officer working security at Walmart,tried to stop,a shoplifter
New Hampshire man charged with slapping 15-year-old Trump supporter outside polling station,2020-02-14T03:59:05Z,0.96,New Hampshire man,charged,with slapping yearold Trump supporter outside polling station
Germany's economy has flatlined. The coronavirus could push it into recession,2020-02-14T12:11:22Z,0.83,Germany's economy,has flatlined,The coronavirus could push it into recession
Attorneys for El Paso Walmart shooting suspect entered a not guilty plea in response to federal charges,2020-02-13T02:50:11Z,0.95,Attorneys for El Paso Walmart shooting suspect,entered,a not guilty plea
"Move over, kale: Mushrooms are the new grocery aisle celebrities",2020-02-12T15:01:07Z,0.89,Mushrooms,are,the new grocery aisle celebrities
'Frozen' and 'Star Wars' rescued Hasbro during the holidays,2020-02-11T13:03:10Z,0.93,Star Wars,rescued,Hasbro
"JD.com is hiring 20,000 people who can't work because of the coronavirus",2020-02-12T09:29:49Z,0.89,people,ca n't work,because of the coronavirus
Two police officers were shot and a suspect is dead in a Walmart shooting in Arkansas,2020-02-10T17:34:54Z,0.94,a suspect,is,dead
Mayor on Walmart shooting: Many lives were saved today,2020-02-10T20:11:29Z,0.9,Mayor on Walmart,shooting,Many lives were saved today
Louisiana man pleads guilty to setting fire to three black churches,2020-02-10T19:53:23Z,0.91,Louisiana man,pleads,guilty to setting fire to three black churches
Police investigating whether Trump campaign volunteers were targeted in van incident,2020-02-09T03:48:59Z,0.89,Police,investigating,whether Trump campaign volunteers were targeted in van incident
Coronavirus fears lead to worldwide mask shortages,2020-02-07T15:37:59Z,0.9,Coronavirus fears,lead,to worldwide mask shortages
The suspect in the El Paso Walmart shooting is now facing federal hate crime charges,2020-02-06T23:48:23Z,0.96,The suspect in the El Paso Walmart shooting,is facing,federal hate crime charges
US clears the way for this self-driving vehicle with no steering wheel or pedals,2020-02-06T23:43:16Z,0.9,US,clears,the way
Former prison employee who helped murderers escape upstate New York prison has been released,2020-02-06T15:26:52Z,0.89,murderers,escape,upstate New York prison
Bernie Sanders raised massive $25 million in the month of January,2020-02-06T11:00:22Z,1.0,Bernie Sanders,raised,$  million
Investors are shrugging off coronavirus. Businesses aren't,2020-02-06T12:18:55Z,0.89,Investors,are shrugging off,coronavirus
Macy's just dealt a big blow to the struggling American mall,2020-02-05T18:07:34Z,0.91,Macy's,dealt,a big blow
Best Buy decides to keep its CEO following misconduct investigation,2020-02-04T21:59:39Z,0.83,Buy,decides to keep,its CEO
Veronica Escobar: Texas congresswoman giving Democrats' Spanish rebuttal to Trump speech,2020-02-04T11:02:45Z,0.94,Texas congresswoman,giving,Democrats' Spanish rebuttal
Super Bowl commercials: Who scored and who fumbled on the ad industry's biggest stage,2020-02-03T04:32:33Z,0.92,Super Bowl commercials,fumbled,on the ad industry 's biggest stage
Another Whole Foods competitor just bit the dust,2020-02-03T17:22:09Z,0.94,Another Whole Foods competitor,bit,the dust
"Four companies have recalled more than 165,000 infant incline sleepers due to suffocation risk",2020-01-30T00:37:47Z,1.0,Four companies,have recalled,more than  infant incline sleepers
Slashing food stamps hurts the poor. It also hurts their supermarkets,2020-01-29T14:02:12Z,0.83,Slashing food stamps,hurts,the poor
"Papyrus, another mall staple, is closing all its stores",2020-01-24T13:14:03Z,0.84,Papyrus,is closing,all its stores
GrubHub has a solution to its delivery problems: Takeout,2020-01-23T14:01:39Z,0.89,GrubHub,has,a solution to its delivery problems
Martin Luther King Jr. Day: What's open and what's closed,2020-01-19T10:08:22Z,0.88,Jr,[is] Luther King [of],Martin
Best Buy opens investigation into allegations of misconduct by CEO,2020-01-17T21:43:55Z,0.94,Best Buy,opens,investigation
Amazon wants to help create a million new jobs in India,2020-01-17T11:53:51Z,0.94,Amazon,wants,to help create a million new jobs in India
